Record_ID,Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Scheme_Code,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Beneficiaries_Target,Beneficiaries_Covered,Status,Audit_Remarks,Nodal_Officer_Contact
GFU00212,2024-25,2021-08-25,Madhya Pradesh,Ujjain ,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,366.9,349.34,341.91,97.87,177,176.0,1838,1852.0,Completed,Delay due to - heavy monsoon rainfall,Anjali Kumar - Assistant Engineer - anjali.kumar@nic.in
GFU00363,2023-24,2023-12-13,Gujarat,Bhavnagar,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,Gram Panchayat,767.29,679.31,0.0,0.0,295,0.0,3001,0.0,Not Started,Fund utilization certificate pending,Ganesh Nair - District Programme Coordinator - ganesh.nair@nic.in
GFU00809,2021-22,2023-07-02,Gujarat,rajkot,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),NGO / Partner Organisation,774.78,632.24,390.7,61.8,179,41.0,3157,657.0,Delayed,No remarks recorded,Meera Patel - District Programme Coordinator - meera.patel@nic.in
GFU00441,2024-25,2022-05-09,West Bengal,Siliguri,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Urban Local Body (ULB),629.07,622.18,557.63,89.63,87,59.0,2583,1690.0,Ongoing,,Arvind Patel - Scheme Nodal Officer - arvind.patel@nic.in
GFU00233,2023-24,2025-01-31,Madhya Pradesh,Jabalpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Urban Local Body (ULB),169.24,149.43,146.62,98.12,229,227.0,2173,,Completed,Beneficiary list under revision,Ashok Iyer - District Collector Office - ashok.iyer@nic.in
GFU00758,2022-23,2021-10-26,Kerala,Kozhikode,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),State Nodal Agency,738.53,405.11,366.65,90.51,150,148.0,4638,4365.0,Completed,  Awaiting third-party audit clearance  ,Lakshmi Naik - District Collector Office - lakshmi.naik@nic.in
GFU00479,2022-23,2024-03-10,Karnataka,Mysuru,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),State Nodal Agency,422.59,356.67,303.89,85.2,418,416.0,4627,4638.0,Completed,  Delay due to - heavy monsoon rainfall  ,Kavita Reddy - Scheme Nodal Officer - kavita.reddy@nic.in
GFU00629,2024-25,2022-04-10,Gujarat,Rajkot,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),356.69,182.12,83.88,46.06,481,321.0,1803,1210.0,Delayed,Fund utilization certificate pending,Lakshmi Kumar - District Collector Office - lakshmi.kumar@nic.in
GFU00922,2021-22,2023-11-07,Bihar,Bhagalpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),Gram Panchayat,29.95,25.26,25.02,99.05,192,79.0,1736,676.0,Delayed,Delay due to - land acquisition dispute,Arvind Mishra - Assistant Engineer - arvind.mishra@nic.in
GFU00903,2021-22,2021-04-25,Madhya Pradesh,Jabalpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),State Nodal Agency,61.0,33.37,31.47,94.31,56,56.0,1261,1193.0,Completed,Delay due to - land acquisition dispute,Lakshmi Das - District Collector Office - lakshmi.das@nic.in
GFU00870,2021-22,2022-05-11,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),State Nodal Agency,187.98,97.55,48.77,49.99,22,10.0,1097,455.0,Delayed,Material procurement in progress,Ramesh Kumar - District Collector Office - ramesh.kumar@nic.in
GFU00568,2021-22,2022-12-24,West Bengal,Durgapur,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,675.91,450.17,245.4,54.51,182,139.0,2811,2052.0,Ongoing,Fund utilization certificate pending,Ganesh Yadav - District Programme Coordinator - ganesh.yadav@nic.in
GFU00215,2024-25,2025-02-19,Maharashtra,Nashik,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,256.69,232.71,119.29,51.26,79,62.0,959,690.0,Ongoing,Delay due to - heavy monsoon rainfall,Rakesh Naik - Scheme Nodal Officer - rakesh.naik@nic.in
GFU00473,2023-24,2022-03-09,Kerala,Kollam,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Urban Local Body (ULB),459.11,347.78,287.48,82.66,160,86.0,3378,1735.0,Ongoing,No remarks recorded,Ramesh Das - District Programme Coordinator - ramesh.das@nic.in
GFU00138,2022-23,2023-03-19,Gujarat,Ahmedabad,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,645.08,470.38,437.36,92.98,283,281.0,3085,3081.0,Completed,Work completed as per schedule,Sanjay Kumar - District Programme Coordinator - sanjay.kumar@nic.in
GFU00800,2022-23,2022-11-22,Madhya Pradesh,Bhopal,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,270.71,154.02,93.14,60.47,151,,1624,1642.0,Ongoing,Material procurement in progress,Ganesh Das - District Programme Coordinator - ganesh.das@nic.in
GFU00985,2021-22,2022-06-18,Tamil Nadu, Salem,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,794.38,781.38,725.56,92.86,220,220.0,3012,3026.0,Completed,No remarks recorded,Deepa Verma - Assistant Engineer - deepa.verma@nic.in
GFU00112,2023-24,2021-11-26,West Bengal,Siliguri,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,330.65,174.89,167.52,95.79,195,194.0,1903,1736.0,Completed,Work completed as per schedule,Kavita Mishra - Block Development Officer - kavita.mishra@nic.in
GFU00416,2024-25,2023-11-23,Gujarat,rajkot,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),NGO / Partner Organisation,191.61,144.47,98.85,68.42,15,8.0,1261,612.0,Ongoing,  Utilization certificate submitted and verified  ,Sanjay Nair - District Collector Office - sanjay.nair@nic.in
GFU00843,2024-25,2024-04-12,Kerala,Thiruvananthapuram,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,779.65,507.76,475.47,93.64,205,119.0,419,232.0,Delayed,Beneficiary list under revision,Kavita Sharma - Scheme Nodal Officer - kavita.sharma@nic.in
GFU00017,2021-22,2025-02-27,Rajasthan,Udaipur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,685.61,558.31,555.81,99.55,296,295.0,1048,1002.0,Completed,  Awaiting third-party audit clearance  ,Meera Verma - District Collector Office - meera.verma@nic.in
GFU00847,2024-25,2024-02-08,Maharashtra,Aurangabad,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,District Panchayat / Zilla Parishad,84.19,75.94,40.35,53.13,106,2.0,4935,,Ongoing,No remarks recorded,Sunita Reddy - Scheme Nodal Officer - sunita.reddy@nic.in
GFU00135,2024-25,2024-05-07,Maharashtra,Aurangabad,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,93.38,91.55,79.85,87.22,459,200.0,4821,2109.0,Delayed,  Fund utilization certificate pending  ,Meera Naik - Scheme Nodal Officer - meera.naik@nic.in
GFU00869,2024-25,2023-04-09,Madhya Pradesh,Indore ,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),Gram Panchayat,443.82,298.98,123.86,41.43,317,,1677,1028.0,Ongoing,Beneficiary list under revision,Sunita Iyer - District Collector Office - sunita.iyer@nic.in
GFU00652,2022-23,2022-09-22,Kerala,Kochi,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,760.14,427.45,244.61,57.23,395,372.0,4614,,Ongoing,Delay due to - heavy monsoon rainfall,Kavita Yadav - District Collector Office - kavita.yadav@nic.in
GFU00695,2024-25,2024-01-15,Maharashtra,Kolhapur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),State Nodal Agency,400.79,308.79,198.41,64.25,9,3.0,4341,1389.0,Delayed,,Anjali Reddy - District Programme Coordinator - anjali.reddy@nic.in
GFU00191,2023-24,2021-12-09,Bihar,Gaya,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,529.94,438.36,370.55,84.53,370,335.0,2440,2035.0,Ongoing,,Rakesh Naik - Block Development Officer - rakesh.naik@nic.in
GFU00402,2024-25,2024-05-22,Bihar, Bhagalpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,236.45,123.44,74.26,60.16,216,,2323,1605.0,Delayed,Delay due to - land acquisition dispute,Sanjay Patel - Block Development Officer - sanjay.patel@nic.in
GFU00699,2024-25,2023-11-04,Tamil Nadu, Tiruchirappalli,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,390.35,288.8,245.74,85.09,337,335.0,2076,2062.0,Completed,Delay due to - heavy monsoon rainfall,Arvind Kumar - District Programme Coordinator - arvind.kumar@nic.in
GFU00147,2024-25,2022-02-03,Rajasthan,Ajmer,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),State Nodal Agency,386.65,272.68,237.85,87.23,312,311.0,2677,2553.0,Completed,Material procurement in progress,Kavita Naik - Scheme Nodal Officer - kavita.naik@nic.in
GFU00898,2024-25,2022-04-23,Gujarat,Ahmedabad,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Urban Local Body (ULB),199.4,131.43,120.41,91.62,386,386.0,3415,3431.0,Completed,,Deepa Singh - Block Development Officer - deepa.singh@nic.in
GFU00706,2022-23,2021-04-04,Maharashtra,Pune ,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,409.34,293.41,150.75,51.38,489,385.0,3136,2257.0,Ongoing,,Arvind Nair - District Programme Coordinator - arvind.nair@nic.in
GFU00459,2024-25,2022-11-06,Tamil Nadu,Chennai,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,60.54,60.16,26.9,44.71,173,137.0,4538,3556.0,Delayed,Delay due to - heavy monsoon rainfall,Sunita Patel - District Collector Office - sunita.patel@nic.in
GFU00350,2024-25,2021-11-08,Bihar,darbhanga,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,705.61,467.69,220.72,47.19,430,166.0,3900,1387.0,Delayed,Material procurement in progress,Kavita Das - Assistant Engineer - kavita.das@nic.in
GFU00943,2023-24,2021-08-22,Maharashtra, Nashik,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),Gram Panchayat,447.86,340.06,314.66,92.53,470,470.0,2748,2761.0,Completed,Delay due to - contractor mobilisation issue,Anjali Yadav - Assistant Engineer - anjali.yadav@nic.in
GFU00963,2024-25,2024-01-22,Bihar,Darbhanga,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),State Nodal Agency,198.77,149.74,125.51,83.82,485,112.0,2572,559.0,Ongoing,Delay due to - land acquisition dispute,Lakshmi Naik - Block Development Officer - lakshmi.naik@nic.in
GFU00238,2023-24,2022-01-12,Tamil Nadu,Salem,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),State Nodal Agency,409.27,378.7,329.66,87.05,423,423.0,1987,1991.0,Completed,Delay due to - heavy monsoon rainfall,Meera Iyer - Block Development Officer - meera.iyer@nic.in
GFU00915,2024-25,2024-12-06,Rajasthan, Ajmer,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Gram Panchayat,775.72,539.21,492.94,91.42,325,324.0,1789,1723.0,Completed,Fund utilization certificate pending,Rakesh Rao - Block Development Officer - rakesh.rao@nic.in
GFU00302,2023-24,2022-01-23,Uttar Pradesh,Varanasi,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,123.82,122.63,107.54,87.69,436,435.0,2547,2556.0,Completed,Utilization certificate submitted and verified,Ganesh Rao - Assistant Engineer - ganesh.rao@nic.in
GFU00348,2022-23,2021-09-16,West Bengal,siliguri,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,55.18,52.74,31.44,59.61,103,72.0,4873,3081.0,Ongoing,Work completed as per schedule,Pooja Naik - Assistant Engineer - pooja.naik@nic.in
GFU00550,2024-25,2024-07-30,West Bengal, Siliguri,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Gram Panchayat,438.16,248.73,233.88,94.03,377,375.0,2791,2794.0,Completed,Fund utilization certificate pending,Arvind Reddy - Scheme Nodal Officer - arvind.reddy@nic.in
GFU00387,2022-23,2022-10-27,Tamil Nadu,Coimbatore,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),State Nodal Agency,135.95,80.9,41.45,51.24,236,0.0,1007,,Ongoing,Delay due to - heavy monsoon rainfall,Anjali Iyer - Scheme Nodal Officer - anjali.iyer@nic.in
GFU00449,2024-25,2023-09-04,Rajasthan,Udaipur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Gram Panchayat,64.64,47.26,44.0,93.1,61,57.0,1002,850.0,Ongoing,Material procurement in progress,Sunita Yadav - District Programme Coordinator - sunita.yadav@nic.in
GFU00641,2021-22,2022-11-15,Karnataka,Mysuru,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),State Nodal Agency,609.17,321.4,0.0,0.0,497,0.0,2731,0.0,Not Started,Delay due to - heavy monsoon rainfall,Ramesh Iyer - Scheme Nodal Officer - ramesh.iyer@nic.in
GFU00315,2022-23,2024-07-08,Madhya Pradesh,Ujjain,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),State Nodal Agency,267.79,141.62,0.0,0.0,453,0.0,3330,0.0,Not Started,Delay due to - land acquisition dispute,Rakesh Reddy - Block Development Officer - rakesh.reddy@nic.in
GFU00106,2024-25,2021-04-19,Tamil Nadu,Salem,Ministry of Jal Shakti,Jal Jeevan Mission,JJM,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,644.84,563.66,283.09,50.22,81,7.0,3835,330.0,Delayed,Delay due to - heavy monsoon rainfall,Deepa Das - District Collector Office - deepa.das@nic.in
GFU00164,2022-23,2022-11-30,Tamil Nadu,Coimbatore,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Urban Local Body (ULB),290.99,282.82,252.92,89.43,269,28.0,3983,403.0,Ongoing,Work completed as per schedule,Lakshmi Mishra - District Programme Coordinator - lakshmi.mishra@nic.in
GFU00995,2022-23,2023-05-25,West Bengal,Kolkata,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),State Nodal Agency,634.29,317.58,133.78,42.12,331,245.0,2807,2053.0,Delayed,  Work completed as per schedule  ,Sunita Reddy - Scheme Nodal Officer - sunita.reddy@nic.in
GFU00838,2023-24,2024-09-26,Tamil Nadu,Tiruchirappalli,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),State Nodal Agency,737.29,647.0,561.03,86.71,327,326.0,4302,4223.0,Completed,Delay due to - contractor mobilisation issue,Manoj Nair - District Programme Coordinator - manoj.nair@nic.in
GFU00128,2024-25,2023-03-21,Gujarat,Vadodara,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,District Panchayat / Zilla Parishad,67.39,54.83,,,465,463.0,769,783.0,Completed,  Delay due to - heavy monsoon rainfall  ,Manoj Naik - Block Development Officer - manoj.naik@nic.in
GFU00703,2023-24,2024-03-12,Kerala, Thrissur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),Urban Local Body (ULB),47.9,32.53,16.3,50.11,266,4.0,1885,27.0,Ongoing,Delay due to - contractor mobilisation issue,Ramesh Rao - District Programme Coordinator - ramesh.rao@nic.in
GFU00636,2023-24,2024-03-23,Tamil Nadu,Madurai ,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),State Nodal Agency,359.63,233.5,104.64,44.81,415,375.0,1276,1094.0,Ongoing,Awaiting third-party audit clearance,Anjali Yadav - Assistant Engineer - anjali.yadav@nic.in
GFU00470,2023-24,2021-12-21,Rajasthan,Kota,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,NGO / Partner Organisation,714.04,528.64,339.22,64.17,41,27.0,347,227.0,Ongoing,Utilization certificate submitted and verified,Vinod Mishra - Scheme Nodal Officer - vinod.mishra@nic.in
GFU00754,2023-24,2024-05-09,Kerala,Kochi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),755.23,388.26,343.98,88.6,231,230.0,1180,,Completed,Work completed as per schedule,Anjali Mishra - Assistant Engineer - anjali.mishra@nic.in
GFU00972,2023-24,2022-08-29,Karnataka,Bengaluru,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,269.2,261.58,229.73,87.82,66,4.0,3467,211.0,Delayed,Beneficiary list under revision,Kavita Sharma - District Collector Office - kavita.sharma@nic.in
GFU00379,2024-25,2024-01-26,Gujarat,vadodara,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),State Nodal Agency,600.58,444.03,426.13,95.97,328,328.0,3664,3665.0,Completed,  Awaiting third-party audit clearance  ,Sanjay Naik - Block Development Officer - sanjay.naik@nic.in
GFU00032,2021-22,2024-11-22,West Bengal, Kolkata,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),Gram Panchayat,182.53,117.93,45.63,38.69,7,1.0,1601,219.0,Ongoing,Delay due to - heavy monsoon rainfall,Anjali Patel - Block Development Officer - anjali.patel@nic.in
GFU00701,2023-24,2021-04-08,Kerala,Kochi,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,579.24,523.77,324.55,61.96,220,206.0,3426,2969.0,Ongoing,Work completed as per schedule,Kavita Singh - District Collector Office - kavita.singh@nic.in
GFU00698,2022-23,2022-01-14,Gujarat,Rajkot,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,80.27,75.24,65.92,87.61,485,485.0,1247,1180.0,Completed,Delay due to - heavy monsoon rainfall,Deepa Reddy - Scheme Nodal Officer - deepa.reddy@nic.in
GFU00304,2022-23,2023-10-24,West Bengal,Durgapur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,District Panchayat / Zilla Parishad,90.98,59.57,50.69,85.09,51,51.0,1867,1718.0,Completed,Awaiting third-party audit clearance,Pooja Das - Assistant Engineer - pooja.das@nic.in
GFU00611,2023-24,2022-10-11,Madhya Pradesh,Bhopal,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),State Nodal Agency,358.24,318.5,253.2,79.5,330,297.0,1993,1705.0,Delayed,Utilization certificate submitted and verified,Kavita Patel - Block Development Officer - kavita.patel@nic.in
GFU00113,2021-22,2021-05-25,Maharashtra, Aurangabad,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),Urban Local Body (ULB),746.98,480.66,0.0,0.0,280,0.0,391,0.0,Not Started,Delay due to - heavy monsoon rainfall,Deepa Patel - Assistant Engineer - deepa.patel@nic.in
GFU00750,2022-23,2021-10-05,West Bengal,Durgapur,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,453.33,367.87,351.98,95.68,496,496.0,2289,2085.0,Completed,,Deepa Iyer - District Programme Coordinator - deepa.iyer@nic.in
GFU00133,2023-24,2023-05-19,Tamil Nadu,Chennai ,Ministry of Education,Samagra Shiksha Abhiyan,SS,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,691.99,584.93,568.71,97.23,450,448.0,1190,1189.0,Completed,Awaiting third-party audit clearance,Ashok Rao - Assistant Engineer - ashok.rao@nic.in
GFU00971,2023-24,2023-06-28,West Bengal,Durgapur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),State Nodal Agency,327.74,294.35,163.44,55.53,460,367.0,828,667.0,Ongoing,  Fund utilization certificate pending  ,Sunita Mishra - District Collector Office - sunita.mishra@nic.in
GFU00289,2021-22,2022-11-19,Rajasthan,Jodhpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),NGO / Partner Organisation,548.24,403.45,401.49,99.51,193,192.0,3941,3633.0,Completed,Delay due to - heavy monsoon rainfall,Ashok Nair - District Collector Office - ashok.nair@nic.in
GFU00709,2023-24,2024-02-19,Maharashtra,pune,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),PMPOSHAN,Centrally Sponsored (60:40),State Nodal Agency,299.87,180.67,159.72,88.4,275,275.0,1517,1528.0,Completed,Delay due to - heavy monsoon rainfall,Manoj Sharma - District Collector Office - manoj.sharma@nic.in
GFU00528,2023-24,2023-11-05,Tamil Nadu,Chennai,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,State Nodal Agency,98.17,84.48,0.0,0.0,39,0.0,287,0.0,Not Started,Awaiting third-party audit clearance,Sanjay Mishra - District Collector Office - sanjay.mishra@nic.in
GFU00458,2023-24,2023-11-27,West Bengal,Durgapur ,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,Gram Panchayat,710.6,631.77,453.94,71.85,55,32.0,4261,2307.0,Ongoing,Awaiting third-party audit clearance,Lakshmi Nair - Scheme Nodal Officer - lakshmi.nair@nic.in
GFU00371,2023-24,2024-01-03,Madhya Pradesh,jabalpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,PMAY-G,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,275.27,264.07,,,300,298.0,352,330.0,Completed,Material procurement in progress,Arvind Mishra - Assistant Engineer - arvind.mishra@nic.in
GFU00262,2021-22,2024-10-31,Kerala,Thiruvananthapuram,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,MGNREGS,Centrally Sponsored (60:40),Urban Local Body (ULB),158.3,141.52,58.62,41.42,498,268.0,1059,586.0,Ongoing,Work completed as per schedule,Anjali Das - Scheme Nodal Officer - anjali.das@nic.in
GFU00210,2023-24,2025-01-09,Madhya Pradesh,Gwalior,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,PMJAY,Centrally Sponsored (60:40),State Nodal Agency,116.16,68.04,64.16,94.3,63,62.0,3771,3476.0,Completed,Beneficiary list under revision,Anjali Singh - Block Development Officer - anjali.singh@nic.in
GFU00411,2021-22,2024-10-23,Bihar,Patna,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Gram Panchayat,235.66,142.52,96.95,68.03,37,16.0,4002,1601.0,Delayed,Utilization certificate submitted and verified,Pooja Patel - District Programme Coordinator - pooja.patel@nic.in
GFU00856,2021-22,2024-04-24,Maharashtra, Pune,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,332.69,332.07,0.0,0.0,151,,2900,0.0,Not Started,Delay due to - heavy monsoon rainfall,Arvind Das - District Collector Office - arvind.das@nic.in
GFU00355,2023-24,2024-12-09,Gujarat, Rajkot,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,773.99,441.22,439.95,99.71,66,64.0,637,558.0,Completed,No remarks recorded,Kavita Yadav - Assistant Engineer - kavita.yadav@nic.in
GFU00160,2023-24,2022-05-27,Rajasthan,Jodhpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,PMKISAN,Central Sector,State Nodal Agency,767.21,505.51,454.43,89.9,92,77.0,2848,2219.0,Ongoing,  Delay due to - heavy monsoon rainfall  ,Sanjay Das - District Collector Office - sanjay.das@nic.in
GFU00488,2023-24,2024-11-04,West Bengal,Durgapur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,SBM-G,Centrally Sponsored (60:40),Urban Local Body (ULB),284.6,260.34,248.72,95.54,271,269.0,263,248.0,Completed,  No remarks recorded  ,Ashok Naik - District Collector Office - ashok.naik@nic.in
GFU00667,2022-23,2024-11-21,Maharashtra,nagpur,Ministry of Health & Family Welfare,National Health Mission,NHM,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,631.29,362.42,355.14,97.99,57,57.0,2494,2502.0,Completed,Beneficiary list under revision,Ganesh Reddy - Block Development Officer - ganesh.reddy@nic.in
GFU00098,2024-25,2022-01-18,Rajasthan,Jaipur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,PMFBY,Central Sector,State Nodal Agency,395.02,302.53,257.52,85.12,56,56.0,1563,1464.0,Completed,Beneficiary list under revision,Ashok Naik - Block Development Officer - ashok.naik@nic.in
GFU00467,2022-23,2024-07-10,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,PMGSY,Centrally Sponsored (60:40),Gram Panchayat,175.48,94.48,93.8,99.28,142,140.0,2939,2641.0,Completed,Awaiting third-party audit clearance,Anjali Naik - District Programme Coordinator - anjali.naik@nic.in
